processed_tweets,brand,emotions
"['surprise', 'apple', 'opened', 'store', 'austin', 'nerd', 'town', 'get', 'new', 'ipads', 'link']",Apple,Positive
"['surprise', 'apple', 'opened', 'store', 'austin', 'nerd', 'town', 'get', 'new', 'ipads', 'link']",Apple,Neutral
"['surprise', 'apple', 'opened', 'store', 'austin', 'nerd', 'town', 'get', 'new', 'ipads', 'link']",Apple,Positive
"['apple', 'head', 'sxsw', 'set', 'temporary', 'store', 'austin', 'link']",Apple,Neutral
"['ûï', 'apple', 'great', 'example', 'retail', 'store', 'layed', 'future', 'register', 'checkout', 'line']",Apple,Positive
"['ûï', 'apple', 'opening', 'temporary', 'store', 'downtown', 'austin', 'ipad', '2', 'launch', 'link']",Apple,Positive
"['ûï', 'apple', 'opening', 'temporary', 'store', 'downtown', 'austin', 'ipad', '2', 'launch', 'oh', 'yay', 'traffic']",Apple,Negative
"['apple', 'opening', 'store', 'austin', 'sxsw', 'link']",Apple,Neutral
"['apple', 'opening', 'store', 'austin', 'sxsw', 'geekfest', 'apple', 'link']",Apple,Neutral
"['apple', 'popup', 'store', 'open', 'noon', 'fresh', 'shipment', 'ipad', '2', 'pretty', 'sure', 'going', 'get', 'one', 'finger', 'crossed']",Apple,Positive
"['apple', 'save', 'sxsw', 'set', 'open', 'store', 'link']",Apple,Positive
"['apple', 'school', 'marketing', 'expert', 'link']",Apple,Neutral
"['apple', 'school', 'marketing', 'expert', 'link']",Apple,Positive
"['apple', 'school', 'marketing', 'expert', 'link', 'via']",Apple,Positive
"['apple', 'school', 'marketing', 'expert', 'link', 'via', 'true', 'love', 'loathe', 'one', 'marketing', 'like']",Apple,Positive
"['apple', 'school', 'marketing', 'expert', 'cnet', 'link']",Apple,Positive
"['apple', 'school', 'marketing', 'expert', 'cnet', 'blog', 'link']",Apple,Positive
"['ûï', 'apple', 'store', 'downtown', 'austin', 'open', 'til', 'midnight', 'û', 'still', 'time']",Apple,Positive
"['ûï', 'apple', 'store', 'downtown', 'austin', 'open', 'til', 'midnight', 'û', 'ipad', '2', 'left', 'stock']",Apple,Neutral
"['apple', 'store', 'congress', 'link']",Apple,Neutral
"['apple', 'store', 'mall', 'sunday', '10x', 'crowded', 'line', 'fake', 'need', 'fucking', 'dongle', 'genius', 'let']",Apple,Negative
"['2wks', 'apple', 'store', '6th', 'austin', 'street', 'opened']",Apple,Neutral
"['special', 'apple', 'store', 'opening', '6th', 'congress', 'sxsw', 'ipad', '2', 'launch']",Apple,Neutral
"['makeshift', 'apple', 'store', '6th', 'congress', 'kidding', 'amazing']",Apple,Positive
"['temporary', 'apple', 'store', 'huge', 'line', 'link']",Apple,Neutral
"['temporary', 'apple', 'store', 'sxsw', 'really', 'cool', 'ipad', '2']",Apple,Positive
"['temporary', 'apple', 'store', 'set', 'shit', 'temptation', 'going', 'control']",Apple,Positive
"['temporary', 'apple', 'store', 'line', 'go', 'around', 'block', 'link']",Apple,Neutral
"['temporary', 'apple', 'store', 'open', '6th', 'congress', 'tomorrow']",Apple,Neutral
"['temporary', 'apple', 'store', 'open', '5pm', '6th', 'congress', 'line', 'already', 'growing', 'link', 'via']",Apple,Positive
"['temporary', 'apple', 'store', 'block', 'office', 'wait', 'see', 'line', 'tomorrow', 'photo', 'come']",Apple,Positive
"['apple', 'store', 'open', 'noon', 'day', 'close', 'run', 'ipad', '2', 'buy', 'stock', '10', 'year', 'ago']",Apple,Neutral
"['base', 'camp', 'apple', 'link']",Apple,Neutral
"['ipad', 'news', 'apps', 'last', 'year', 'link']",Apple,Negative
"['10', 'iphone', 'apps', 'ûªll', 'probably', 'need', 'use', 'link']",Apple,Positive
"['150', 'million', 'mobile', 'google', 'map', 'user']",Google,Positive
"['line', 'already', 'forming', 'store', 'austin', 'people', 'see', 'festival', 'link']",Apple,Neutral
"['android', 'rt', '10', 'new', 'mobile', 'apps', 'ûªll', 'using', 'atåê', 'link']",Google,Positive
"['attending', 'sxsw', 'report', 'see', 'android', 'phone', 'get', 'bannka', 'app']",Google,Neutral
"['ipad', 'apps', 'like', 'software', 'development', 'release', 'start', 'working', 'update']",Apple,Positive
"['tweet', 'stalled', 'data', 'sluggish', 'come', 'verizon', 'embarrassing', 'iphone', 'customer', 'switched']",Apple,Neutral
"['tweeting', 'google', 'coming', 'circle', 'platform', 'today', 'outside', 'circle', 'keep']",Google,Neutral
"['ûï', 'stupid', 'find', 'mac', 'link', 'special', 'price', 'û']",Apple,Neutral
"['slate', 'see', 'much', 'traffic', 'mobile', 'safari', 'app', 'ipad']",Apple,Neutral
"['unloading', 'store', 'corner', '6th', 'congress', 'austin', 'temp', 'store', 'link']",Apple,Neutral
"['great', 'day', 'jaloux', 'new', 'school', 'bus', '1st', 'day', 'school', 'link']",Apple,Neutral
"['arrived', 'issue', 'resolved', 'dying', 'use', 'iphone', 'app', 'cant', 'login', 'rt']",Apple,Neutral
"['screenburn', 'launch', 'client', 'new', 'iphone', 'game', 'find', 'link']",Apple,Neutral
"['anyone', 'want', 'see', 'demo', 'piccraft', 'ipad', '2', 'find']",Apple,Neutral
"['could', 'spend', 'teaching', 'theater', 'alone', 'look', 'schedule', 'link']",Apple,Neutral
"['meet', 'u', 'fado', 'give', 'wristband', 'magically', 'lead', 'beer', 'come', 'say', 'hi', 'link']",Apple,Neutral
"['want', 'ipad', '2', 'setting', 'temporary', 'store', 'check', 'link']",Apple,Neutral
"['overheard', 'ipad', 'relaxing', 'computer', 'agreed']",Apple,Positive
"['overheard', 'interactive', 'arg', 'hate', 'iphone', 'want', 'blackberry', 'back']",Apple,Negative
"['meet', 'author', 'host', 'android', 'devs', 'sat', 'pm', 'hilton', 'room', '615ab']",Google,Neutral
"['ûï', 'apple', 'come', 'cool', 'technology', 'ever', 'heard', 'go', 'conference', 'û']",Apple,Negative
"['apple', 'set', 'temporary', 'store', 'sxsw', 'sell', 'new', 'ipads', 'test', 'potential', 'traffic', 'link']",Apple,Neutral
"['overheard', 'google', 'launch', 'product', 'event']",Google,Neutral
"['nerd', 'bait', 'apple', 'set', 'open', 'popup', 'shop', 'core', 'sxsw', 'action', 'link']",Apple,Neutral
"['long', 'line', 'else', 'apple', 'store', 'link']",Apple,Neutral
"['last', 'year', 'everbody', 'talking', 'ipad', 'year', 'social', 'medium', 'driven', 'revolution', 'year', 'better']",Apple,Positive
"['long', 'line', 'apple', 'pop', 'store', 'ipad', '2', 'great', 'marketing', 'apple']",Apple,Positive
"['ûï', 'google', '4', 'people', 'work', '7', 'people', 'rather', '7', 'people', 'work', '4', 'û']",Google,Positive
"['knackered', 'home', 'playing', 'ipad', 'updating', 'iphone', 'timeline', 'smashed', 'partytweets', 'make', 'go', 'bed']",Apple,Positive
"['overheard', 'mdw', 'second', 'halfway', 'iphone', 'battery', 'already', 'even', 'boarded', 'plane']",Apple,Negative
"['sxsw', 'apple', 'school', 'marketing', 'expert', 'link']",Apple,Positive
"['first', 'day', 'sxsw', 'fun', 'final', 'presentation', 'google', 'doodle']",Google,Positive
"['huge', 'line', 'store', 'crowd', 'tripping', 'get', 'new', 'ipad']",Apple,Positive
"['ur', '80', 'party', 'u']",Google,Positive
"['queue', 'apple', 'store', 'link']",Apple,Neutral
"['queue', 'apple', 'store', 'austin', 'four', 'block', 'long', 'crazy', 'stuff']",Apple,Neutral
"['posted', 'dmi', 'house', 'intimate', 'stranger', 'stage', 'got', 'restaurant', 'crowd', 'sitting', 'deal', 'wif', 'link']",Apple,Neutral
"['woman', 'google', 'talk', 'sounded', 'like', 'chelsea', 'handler', 'lol']",Google,Neutral
"['laughed', 'ipad', 'spent', 'week', 'hauling', 'macbook', 'everywhere', 'really', 'want', 'ipad', 'shoulder', 'rub']",Apple,Positive
"['attendee', 'need', 'qr', 'code', 'reader', 'iphone', 'tweet', 'u', 'image', 'badge', 'first', '5', 'get', 'optiscan', 'free']",Apple,Positive
"['hey', 'attendee', 'hop', 'line', 'store', 'four', 'day', 'til', 'new', 'ipad', '2', 'come']",Apple,Positive
"['anyone', 'attending', 'google', 'aclu', 'party', 'sxsw', 'could', 'plz', 'picture', 'thanks']",Google,Neutral
"['march', '11', 'austin', 'tx', 'people', 'line', 'registration', 'apple', 'store']",Apple,Neutral
"['landed', 'austin', 'spotted', 'google', 'place', 'ad', 'airport', 'ultimate', 'austin', 'pocket', 'guide', 'like']",Google,Neutral
"['took', 'away', 'lego', 'pit', 'replaced', 'recharging', 'station', 'might', 'check', 'price', 'iphone', 'crap', 'samsung', 'android']",Google,Negative
"['ûï', 'awesome', 'meet', 'standing', 'apple', 'queue', 'yesterday', 'day', '2', 'û', 'cute']",Apple,Neutral
"['bad', 'apple', 'show', 'late', 'q', 'process', 'idea', 'leaf', 'early', 'even', 'creative', 'busy']",Apple,Negative
"['bahrain', 'govt', 'turned', 'google', 'earth', 'result', 'people', 'learned', 'govt', 'turn', 'back']",Google,Neutral
"['trying', 'balance', 'power', 'power', 'need', 'iphone', 'v', 'ipad', '3g', 'ipad', 'suck', 'quick', 'might', 'go', 'airplane', 'mode']",Apple,Negative
"['racing', 'ballroom', 'see', 'marissa', 'mayer']",Google,Neutral
"['iphone', 'battery', '100']",Apple,Positive
"['iphone', 'battery', 'keep', 'tweet', 'thanks', 'apple']",Apple,Negative
"['another', 'google', 'wave', 'rt', 'interrupt', 'regularly', 'scheduled', 'geek', 'programming', 'w', 'big', 'news', 'link']",Google,Neutral
"['fun', 'watch', 'rt', 'apple', 'opening', 'store', 'austin', 'sxsw', 'link']",Apple,Positive
"['control', 'set', 'open', 'popup', 'shop', 'core', 'action', 'link', 'via', 'cc']",Apple,Positive
"['yeah', 'sure', 'rt', 'check', 'link']",Google,Neutral
"['celebrate', 'beauty', 'web', 'msft', 'launch', 'play', 'new', 'game', 'win', 'ipad', '2', 'link']",Apple,Positive
"['texas', 'amazing', 'met', 'many', 'influential', 'people', 'work', 'twitter', 'foursquare', 'microsoft', 'even', 'apple']",Apple,Neutral
"['woke', 'iphone', 'finished', 'recharging', 'mean', 'got', 'enough', 'sleep', 'last', 'night', 'right']",Apple,Neutral
"['quiet', 'storm', 'looking', 'forward', 'seeing', 'marissa', 'mayer']",Google,Neutral
"['company', 'believing', 'google', 'nexus', 'nokia', 'also', 'carrier', 'verifone', 'even', 'apple', 'seems']",Apple,Neutral
"['ûï', 'best', 'thing', 'heard', 'weekend', 'gave', 'ipad', '2', 'money', 'relief', 'need', 'ipad', '2']",Apple,Negative
"['hope', 'better', 'wave', 'rt', 'buzz', 'previewing', 'social', 'networking', 'platform', 'link']",Google,Neutral
"['ipad', '2', 'better', 'time', 'improve']",Apple,Positive
"['cu', 'pacman', 'google', 'singularity', 'noobs', 'meetup']",Google,Neutral
"['link', 'go', 'beyond', 'earth', 'hour', 'year', 'sharing', 'positive', 'action', 'world', 'download', '60', 'iphone', 'app']",Apple,Positive
"['far', 'biggest', 'mistake', 'bringing', 'iphone', 'ipad', 'charger']",Apple,Neutral
"['google', 'v', 'bing', 'bing', 'shot', 'success', 'w', 'structured', 'search', 'potentially', 'higher', 'margin', 'cpa', 'model', 'v']",Google,Negative
"['course', 'bing', 'result', 'good']",Google,Positive
"['ûï', 'black', 'white', 'ipad', 'û', 'question']",Apple,Neutral
"['hootsuite', 'blog', 'ûò', 'social', 'medium', 'dashboard', 'åè', 'hootsuite', 'mobile', 'update', 'iphone', 'blackberry', 'android', 'link']",Apple,Neutral
"['hootsuite', 'blog', 'ûò', 'social', 'medium', 'dashboard', 'åè', 'hootsuite', 'mobile', 'update', 'iphone', 'blackberry', 'android', 'link']",Apple,Neutral
"['hoot', 'new', 'blog', 'post', 'hootsuite', 'mobile', 'update', 'iphone', 'blackberry', 'android', 'link']",Apple,Neutral
"['anyone', 'bringing', 'ipad', 'v', 'computer']",Apple,Neutral
"['impulsive', 'buy', 'friend', 'one', 'selling', '1st', 'gen', '32gb', '3g', 'ipad']",Apple,Positive
"['ûï', 'buying', '2', 'new', 'û']",Apple,Positive
"['buying', 'present', 'rt', 'apple', 'opening', 'store', 'austin', 'link']",Apple,Positive
"['nice', 'find', 'link']",Apple,Positive
"['south', 'southwest', 'panel', 'illustrated', 'pic', 'sometimes', 'best', 'link']",Apple,Neutral
"['google', 'saturday', 'night', 'giant', 'overlap', 'party']",Google,Neutral
"['google', 'canadian', 'tuxedo', 'lose', 'hour']",Google,Positive
"['anyone', 'make', 'cooler', 'rt', 'launch', 'groupon', 'living', 'reward', 'link']",Google,Neutral
"['exciting', 'ûªt', 'wait', 'rt', 'apple', 'opening', 'temporary', 'store', 'downtown', 'austin', 'ipad', '2', 'launch', 'link']",Apple,Positive
"['great', 'certain', 'meeting', 'rt', 'hello', 'holler', 'gram', 'new', 'ipad', 'app', 'link']",Apple,Positive
"['dont', 'miss', 'charles', 'chen', 'android', 'chromeos', 'access', 'sxsw', 'google', 'booth', 'exhibit', 'hall', '3', '1pm']",Google,Positive
"['reminder', 'charles', 'chen', 'talking', 'android', 'chromeos', 'access', 'today', '1pm', 'google', 'booth', 'exhibit', 'hall', '3']",Google,Neutral
"['tomorrow', 'charles', 'chen', 'speaking', 'android', 'chromeos', 'access', 'google', 'booth', 'exhibit', 'hall', '3', '1pm']",Google,Neutral
"['group', 'chat', 'apps', 'told', 'l', 'two', 'apps', 'yet', 'avail', 'android', 'point', 'need', 'phone', 'apps']",Apple,Neutral
"['remember', 'chime', 'tweet', 'experience', 'pm', '3pm', 'central', 'time', 'session', 'link']",Apple,Neutral
"['daily', 'chord', 'tuesday', 'march', 'hacker', 'discover', 'music', 'servicestory', 'rollin', 'link']",Google,Neutral
"['daily', 'chord', 'tuesday', 'march', 'hacker', 'discover', 'music', 'servicestory', 'rolling', 'stone', 'mo', 'link']",Google,Neutral
"['google', 'circle', 'austin', 'link']",Google,Neutral
"['google', 'circle', 'link', 'ht', 'maybe', 'reconsidering', 'shape']",Google,Neutral
"['google', 'circle', 'buzz', 'corner', 'rounded', 'might', 'find', 'today', 'link']",Google,Neutral
"['google', 'circle', 'rt', 'launching', 'product', 'plenty', 'else']",Google,Neutral
"['10', 'austin', 'classic', 'missed', 'twitter', 'iphone', 'û', '11', 'pm']",Apple,Neutral
"['tool', 'collaboration', 'across', 'boundary', 'google', 'webex', 'dropbox', 'whiteboarding', 'basecamp', 'ipad']",Google,Neutral
"['trying', 'collaborate', 'event', 'friend', 'google', 'calendar', 'plancast']",Google,Neutral
"['come', 'hear', 'speak', '40', 'min', 'designing', 'ipad', 'interface', 'new', 'navigation', 'schema', 'ballrm']",Apple,Neutral
"['ipad', '2', 'coming', 'guess', 'pretty', 'desperate', 'give', 'attention']",Apple,Negative
"['coming', 'sure', 'download', 'sxsw', 'go', 'app', 'schedule', 'location', 'event', 'link']",Apple,Positive
"['seriously', 'considering', 'leaving', 'macbook', 'pro', 'home', 'flying', 'solo', 'ipad', 'week', 'think', 'make', 'work']",Apple,Positive
"['among', 'cool', 'goofy', 'thing', 'spied', 'today', 'ipad', 'case', 'made', 'look', 'like', 'etchnsketch', 'grown', 'game', 'tug', 'war']",Apple,Neutral
"['wish', 'could', 'party', 'instead', 'homework', 'tomorrow']",Apple,Neutral
"['could', 'find', 'probably', 'fiting', 'ipad']",Apple,Neutral
"['check', 'coyne', 'pr', 'update', 'link', 'via']",Apple,Neutral
"['crazy', 'look', 'around', 'sxsw', 'realize', 'last', 'year', 'one', 'ipad']",Apple,Neutral
"['syd', 'crew', 'iphone', 'extra', 'juice', 'pod', 'procured']",Apple,Neutral
"['crazy', 'big', 'crowd', 'apple', 'store', 'sxsw', 'link']",Apple,Neutral
"['u', 'read', 'article', 'google', 'say', 'rumor', 'ûï', 'launch', 'major', 'new', 'social', 'network', 'called', 'circle', 'link', 'û']",Google,Neutral
"['l', '4', 'iphone', 'come', 'uj', 'booth', 'acc', 'hall', '2', 'snap', 'pic', 'send', 'em', 'u', 'link']",Apple,Neutral
"['shipment', 'daily', 'follow', '4', 'update', 'rt', 'apple', 'store', 'seems', 'ipad', '2']",Apple,Negative
"['day', '3', 'tired', 'hold', 'ipad', 'week', 'death', 'happy', 'death']",Apple,Neutral
"['beautiful', 'day', 'come', 'grab', 'slice', 'two', 'check', 'get', 'deal']",Google,Neutral
"['four', 'day']",Apple,Positive
"['iphone', 'dead', 'find', 'secret', 'batphone']",Apple,Negative
"['google', 'debut', 'new', 'selective', 'social', 'network', 'today', 'link']",Google,Neutral
"['trying', 'decide', 'session', 'attend', 'marissa', 'meyer', 'later', 'today', 'given']",Apple,Neutral
"['excellent', 'deck', 'rt', 'nth', 'time', 'lucky', 'new', 'social', 'network', 'launch', 'maybe', 'link']",Google,Neutral
"['default', 'state', 'user', 'leisurely', 'contemplative']",Apple,Neutral
"['mobile', 'definitely', 'hot', 'topic', 'year', 'every', 'session', 'standing', 'room', 'next', 'lesson', 'learnt', 'building', 'netflix', 'iphone', 'app']",Apple,Neutral
"['apple', 'deliberately', 'chose', 'march', '11', 'ipad', '2', 'availability', 'knowing', 'large', 'chunk', 'customer', 'base']",Apple,Neutral
"['google', 'tv', 'demo', 'league', 'extraordinary', 'hacker', 'cool', 'stuff', 'like', 'web', 'apps', 'tv']",Google,Positive
"['best', 'ipad', 'design', 'big', 'chunky', 'element', 'generous', 'space', 'clarity', 'trump', 'density', 'tap', 'quality', 'trump', 'tap', 'quantity']",Apple,Positive
"['attending', 'designing', 'ipad', 'interface', 'new', 'navigation', 'schema', 'w', 'great', 'stuff', 'far']",Apple,Positive
"['attending', 'designing', 'ipad', 'interface', 'new', 'navigation', 'schema', 'lynn', 'teo', 'ballroom', 'yes', 'hiring']",Apple,Neutral
"['check', 'designing', 'android', 'sxsw', 'link']",Google,Neutral
"['check', 'designing', 'ipad', 'interface', 'new', 'navigation', 'schema']",Apple,Neutral
"['check', 'designing', 'ipad', 'interface', 'new', 'navigation', 'schema', 'sxsw', 'link']",Apple,Neutral
"['headed', 'designing', 'ipad', 'interface', 'new', 'navigation', 'schema', 'sxsw', 'link']",Apple,Neutral
"['taking', 'designing', 'ipad', 'interface', 'new', 'navigation', 'schema', 'sxsw', 'link']",Apple,Neutral
"['adobe', 'developed', 'engine', 'essentially', 'convert', 'swf', 'file', 'jquery', 'html', '5', 'existing', 'flash', 'file', 'portable', 'ipad']",Apple,Neutral
"['developer', 'awesome', 'name', 'event', 'rt', 'join', 'league', 'extraordinary', 'link']",Google,Neutral
"['behaviour', 'diff', 'lot', 'phone', 'call', 'using', 'ipad', 'laptop', 'notsomuch', 'mobile', 'internet']",Apple,Neutral
"['lovin', 'digital', 'band', 'sings', 'iphone', 'play', 'guitar', 'app', 'fan', 'record', 'vids', 'ipad', '2', 'digital']",Apple,Positive
"['barry', 'diller', 'think', 'ipad', 'content', 'nut', 'link']",Apple,Neutral
"['barry', 'diller', 'think', 'ipad', 'content', 'nut', 'link']",Apple,Negative
"['really', 'need', 'another', 'big', 'social', 'network', 'right', 'thanks', 'link']",Google,Positive
"['q2', 'u', 'think', 'check', 'offer', 'testing', 'link']",Google,Neutral
"['japan', 'docomo', 'introduced', 'mobile', 'apps', 'six', 'year', 'apple', 'came', 'app', 'store']",Apple,Negative
"['time', 'store', 'open', 'pulling', 'trigger']",Apple,Neutral
"['forget', 'come', 'startup', 'link']",Apple,Neutral
"['forget', 'come', 'startup', 'acc', '9abc', 'cst']",Apple,Neutral
